date,user_id,monthly_income,monthly_expense_total,savings_rate,budget_goal,financial_scenario,credit_score,debt_to_income_ratio,loan_payment
2019-09-28,1048,3642.81,2100.88,0.2,2936.39,normal,650.0,0.55,527.31
2019-10-28,1939,3051.32,1429.9,0.16,3323.75,normal,652.0,0.21,844.54
2019-11-27,1349,4959.68,3802.55,0.07,2342.41,normal,696.0,0.33,1020.47
2019-12-27,1144,5209.06,2367.65,0.16,3119.57,recession,672.0,0.57,757.5
2020-01-26,1182,3503.81,2708.25,0.24,2741.25,normal,782.0,0.5,508.9
2020-02-25,1790,3236.55,1999.26,0.06,2890.69,normal,738.0,0.51,408.68
2020-03-26,1714,4685.03,2951.98,0.09,1814.53,inflation,729.0,0.6,582.24
2020-04-25,1176,5323.58,4325.15,0.31,2673.2,normal,679.0,0.5,678.56
2020-05-25,1858,3967.93,3930.95,0.33,3717.77,normal,703.0,0.22,433.48
2020-06-24,1154,4587.59,3315.82,0.27,2841.99,normal,615.0,0.19,786.35
2020-07-24,1977,3416.77,1657.71,0.39,2732.74,recession,646.0,0.44,683.93
2020-08-23,1334,1244.83,2212.0,0.35,2508.27,inflation,682.0,0.36,426.04
2020-09-22,1115,4251.65,2278.15,0.34,2934.39,inflation,652.0,0.41,225.67
2020-10-22,1045,3951.81,3257.29,0.36,1788.06,normal,708.0,0.41,393.0
2020-11-21,1085,2735.13,3130.58,0.13,3899.79,recession,740.0,0.15,364.5
2020-12-21,1802,5106.27,1807.26,0.17,3833.62,normal,679.0,0.14,831.4
2021-01-20,1215,2131.01,2020.26,0.38,2514.53,normal,647.0,0.53,256.46
2021-02-19,1173,4643.6,2515.23,0.34,3965.35,recession,649.0,0.29,549.16
2021-03-21,1334,1967.29,4420.19,0.3,2976.92,inflation,614.0,0.52,213.07
2021-04-20,1198,3363.76,3213.84,0.26,2592.7,normal,649.0,0.49,543.25
2021-05-20,1914,5544.6,3234.95,0.28,2594.4,normal,694.0,0.22,177.33
2021-06-19,1158,3367.43,2730.8,0.2,3056.91,normal,684.0,0.23,271.27
2021-07-19,1743,4724.07,2816.32,0.36,2871.98,normal,707.0,0.43,338.6
2021-08-18,1205,1748.43,3125.37,0.27,2301.86,normal,607.0,0.26,483.25
2021-09-17,1970,4403.25,3628.64,0.07,3384.63,normal,571.0,0.31,371.07
2021-10-17,1353,2997.58,3846.24,0.2,2829.67,inflation,700.0,0.33,555.05
2021-11-16,1501,3893.02,3806.73,0.1,1665.95,inflation,718.0,0.14,763.87
2021-12-16,1701,4641.31,3614.52,0.3,1501.54,inflation,668.0,0.18,959.17
2022-01-15,1844,5336.88,2202.31,0.18,2721.06,inflation,616.0,0.18,544.68
2022-02-14,1964,4736.52,2417.53,0.07,2122.13,normal,608.0,0.55,931.82
2022-03-16,1692,5223.8,3800.74,0.26,3225.8,normal,705.0,0.38,550.16
2022-04-15,1977,5355.45,3311.72,0.16,1852.48,normal,673.0,0.51,551.56
2022-05-15,1179,3052.14,2586.62,0.2,2530.32,inflation,709.0,0.36,405.98
2022-06-14,1019,4741.53,1856.36,0.2,3381.87,recession,702.0,0.4,329.26
2022-07-14,1202,5149.06,2468.15,0.29,3702.48,normal,642.0,0.22,194.01
2022-08-13,1474,4056.19,3141.52,0.35,2682.86,normal,711.0,0.34,492.86
2022-09-12,1965,4811.4,3982.71,0.19,2707.33,normal,605.0,0.39,537.06
2022-10-12,1314,4734.04,3175.1,0.2,3004.97,normal,582.0,0.47,522.23
2022-11-11,1723,3402.86,4083.54,0.11,2831.13,inflation,700.0,0.27,793.68
2022-12-11,1919,3638.69,2319.25,0.29,2692.62,inflation,683.0,0.21,537.68
2023-01-10,1228,5214.48,2769.89,0.15,2702.97,normal,689.0,0.24,651.11
2023-02-09,1488,4522.94,3201.18,0.34,2109.84,normal,716.0,0.57,726.36
2023-03-11,1274,4340.96,1998.13,0.08,2824.47,normal,681.0,0.53,826.33
2023-04-10,1399,5291.55,2355.52,0.33,3047.1,normal,706.0,0.28,629.08
2023-05-10,1448,4736.65,2455.46,0.2,3009.34,normal,712.0,0.18,380.85
2023-06-09,1756,6148.28,3945.64,0.26,3289.0,normal,761.0,0.36,695.02
2023-07-09,1659,4462.55,4639.18,0.1,2682.7,normal,680.0,0.22,689.91
2023-08-08,1683,2970.75,2041.94,0.33,1940.09,recession,619.0,0.44,577.04
2023-09-07,1025,4736.89,4031.38,0.17,2267.59,normal,732.0,0.57,546.05
2023-10-07,1514,4197.9,2379.33,0.19,2995.86,inflation,657.0,0.31,735.43
2023-11-06,1259,4053.15,2630.87,0.37,3306.3,normal,686.0,0.32,376.17
2019-01-01,1065,4716.88,1939.61,0.32,2532.38,recession,614.0,0.23,739.9
2019-01-31,1802,1913.61,2501.29,0.31,2154.94,normal,763.0,0.55,538.39
2019-03-02,1098,4662.97,3417.66,0.08,3560.39,normal,732.0,0.25,744.83
2019-04-01,1535,2366.06,3126.68,0.14,2052.41,normal,655.0,0.18,550.22
2019-05-01,1714,3493.46,1900.88,0.25,3496.57,recession,673.0,0.57,874.23
2019-05-31,1398,3385.86,3183.63,0.19,3148.88,normal,681.0,0.39,365.82
2019-06-30,1970,3126.67,3495.54,0.24,2871.7,inflation,696.0,0.46,756.21
2019-07-30,1198,3713.23,2825.5,0.23,3133.33,recession,699.0,0.56,337.9
2019-08-29,1529,5363.63,3374.67,0.07,2877.08,normal,689.0,0.37,730.61
2019-09-28,1122,5339.91,4261.75,0.25,2114.91,normal,635.0,0.32,639.38
2019-10-28,1204,3751.46,3980.38,0.28,3905.73,normal,686.0,0.33,958.87
2019-11-27,1991,3777.55,2864.03,0.06,3206.0,inflation,672.0,0.55,417.88
2019-12-27,1568,3377.81,2269.94,0.39,2407.85,normal,691.0,0.13,290.4
2020-01-26,1288,4198.06,3631.02,0.09,2389.09,inflation,662.0,0.16,165.72
2020-02-25,1554,4263.07,2589.71,0.11,2880.11,normal,699.0,0.34,528.94
2020-03-26,1510,4561.17,3149.25,0.38,3389.86,normal,672.0,0.46,286.31
2020-04-25,1966,3475.29,3536.74,0.05,2613.46,inflation,786.0,0.57,734.61
2020-05-25,1973,5243.49,3053.65,0.39,2875.91,normal,687.0,0.45,682.81
2020-06-24,1580,4659.76,3162.29,0.12,1787.0,normal,614.0,0.51,419.61
2020-07-24,1894,4149.28,3650.56,0.22,2296.33,normal,707.0,0.16,799.45
2020-08-23,1023,4894.23,2102.93,0.19,4137.33,normal,668.0,0.11,772.32
2020-09-22,1563,4467.85,3495.78,0.24,2684.26,normal,602.0,0.27,607.77
2020-10-22,1649,5628.2,3138.22,0.12,2629.63,normal,652.0,0.37,494.45
2020-11-21,1827,4809.73,2759.85,0.2,1845.43,recession,729.0,0.28,80.54
2020-12-21,1635,2330.7,3520.19,0.31,2233.94,recession,679.0,0.3,462.89
2021-01-20,1578,3615.39,2572.65,0.09,2324.56,recession,689.0,0.17,522.41
2021-02-19,1216,3270.71,1664.66,0.21,2844.21,recession,636.0,0.29,538.49
2021-03-21,1505,3194.13,2422.39,0.36,2661.82,normal,631.0,0.47,711.23
2021-04-20,1243,3381.03,1078.69,0.33,3309.37,normal,622.0,0.39,589.76
2021-05-20,1082,2672.62,2790.32,0.37,2300.87,inflation,649.0,0.28,694.19
2021-06-19,1738,3378.97,2155.12,0.11,1781.78,inflation,618.0,0.37,74.03
2021-07-19,1458,1824.81,3444.88,0.19,2481.8,normal,659.0,0.49,575.36
2021-08-18,1013,4507.73,1978.96,0.17,2710.3,normal,701.0,0.4,428.49
2021-09-17,1573,4829.08,3534.87,0.2,2578.3,normal,704.0,0.37,516.67
2021-10-17,1417,4034.1,2383.82,0.36,2916.37,recession,774.0,0.14,400.84
2021-11-16,1106,4463.04,4826.88,0.1,3272.08,normal,693.0,0.27,927.7
2021-12-16,1823,3834.31,2677.87,0.39,2859.29,normal,689.0,0.17,528.67
2022-01-15,1780,4351.44,3157.5,0.37,1632.69,normal,627.0,0.46,846.5
2022-02-14,1047,4356.51,3613.41,0.38,2880.88,inflation,704.0,0.36,668.37
2022-03-16,1426,2608.4,3356.88,0.33,1956.45,recession,680.0,0.48,573.49
2022-04-15,1959,5249.07,3704.76,0.22,2202.8,normal,718.0,0.23,122.03
2022-05-15,1017,2867.05,1458.15,0.15,2886.58,normal,746.0,0.36,881.78
2022-06-14,1089,3070.6,1927.12,0.34,2938.17,normal,713.0,0.38,734.5
2022-07-14,1566,3684.26,4741.72,0.2,1949.74,normal,673.0,0.3,146.32
2022-08-13,1655,4411.69,2921.08,0.39,2702.22,inflation,629.0,0.42,800.1
2022-09-12,1472,4295.61,3373.02,0.16,3986.5,recession,716.0,0.39,773.56
2022-10-12,1312,4059.88,4273.15,0.06,2692.4,normal,638.0,0.35,656.68
2022-11-11,1034,3911.2,3136.87,0.36,3648.78,inflation,624.0,0.16,347.2
2022-12-11,1437,4735.2,4510.77,0.2,2734.84,recession,746.0,0.35,675.37
2023-01-10,1127,5027.58,3752.07,0.33,3211.06,normal,680.0,0.45,332.74
2023-02-09,1465,4164.6,3162.5,0.27,1969.59,normal,771.0,0.56,407.26
2023-03-11,1665,5103.05,2589.94,0.29,2987.13,normal,718.0,0.19,384.96
2023-04-10,1009,4699.14,3197.81,0.28,3340.53,inflation,652.0,0.18,593.01
2023-05-10,1507,4737.21,4143.0,0.06,3069.22,inflation,758.0,0.59,39.08
2023-06-09,1639,2916.65,2782.99,0.09,3034.0,normal,633.0,0.56,292.5
2023-07-09,1793,6342.43,1223.08,0.37,3950.61,normal,610.0,0.48,1.42
2023-08-08,1819,4214.54,4802.08,0.08,2808.24,inflation,747.0,0.45,491.23
2023-09-07,1639,5908.32,2688.55,0.32,3037.53,recession,645.0,0.12,492.64
2023-10-07,1728,3257.15,3760.08,0.31,3867.5,normal,727.0,0.4,0.0
2023-11-06,1777,2370.23,2163.91,0.09,3943.01,normal,668.0,0.3,0.0
2019-01-01,1997,4077.03,2092.29,0.32,3866.26,normal,598.0,0.52,851.89
2019-01-31,1689,3097.89,3115.16,0.24,2274.36,normal,754.0,0.34,799.66
2019-03-02,1795,3643.19,2620.77,0.36,3156.53,normal,662.0,0.45,355.39
2019-04-01,1696,3795.48,3221.45,0.39,3042.96,normal,698.0,0.18,331.65
2019-05-01,1880,3468.99,4647.99,0.17,2857.45,inflation,695.0,0.23,752.29
2019-05-31,1906,3215.39,3117.77,0.2,3782.17,inflation,685.0,0.26,333.57
2019-06-30,1753,2803.73,3559.36,0.21,2237.13,recession,693.0,0.18,471.72
2019-07-30,1571,4782.44,1302.77,0.18,2990.7,normal,686.0,0.52,469.98
2019-08-29,1094,4157.98,3327.52,0.14,3434.96,normal,767.0,0.46,629.48
2019-09-28,1585,2420.64,3221.73,0.35,2484.69,inflation,713.0,0.15,648.54
2019-10-28,1948,4490.71,1950.14,0.35,2392.69,recession,723.0,0.53,331.27
2019-11-27,1422,5059.65,4360.86,0.13,2259.07,normal,572.0,0.39,432.38
2019-12-27,1211,2921.37,4232.77,0.18,3422.24,recession,760.0,0.56,1054.19
2020-01-26,1378,3484.28,4214.47,0.37,2420.75,normal,650.0,0.44,285.67
2020-02-25,1896,6002.52,985.01,0.13,3742.75,normal,736.0,0.4,486.01
2020-03-26,1620,3718.28,2430.39,0.36,2898.54,inflation,632.0,0.11,463.01
2020-04-25,1280,4932.71,2546.71,0.38,2468.31,normal,652.0,0.21,568.75
2020-05-25,1416,4194.8,3032.93,0.08,1981.65,inflation,670.0,0.36,332.28
2020-06-24,1389,3491.32,3861.52,0.31,2837.67,recession,657.0,0.23,675.53
2020-07-24,1170,3521.84,3783.64,0.3,2766.43,normal,670.0,0.42,724.14
2020-08-23,1075,4761.61,3243.26,0.13,3195.2,normal,708.0,0.16,558.53
2020-09-22,1021,2953.33,1946.2,0.06,3272.99,inflation,650.0,0.36,209.71
2020-10-22,1915,4538.15,3883.63,0.19,3095.08,recession,633.0,0.46,144.17
2020-11-21,1371,3996.1,3169.23,0.06,2855.71,normal,661.0,0.17,387.51
2020-12-21,1438,4411.62,3391.53,0.27,2610.46,normal,750.0,0.22,735.89
2021-01-20,1970,2377.35,3709.72,0.38,3182.65,recession,720.0,0.38,677.47
2021-02-19,1205,4841.4,3051.78,0.11,2390.0,normal,623.0,0.54,765.42
2021-03-21,1164,4033.04,3821.44,0.33,2051.4,inflation,712.0,0.28,791.34
2021-04-20,1355,2966.28,2983.76,0.4,2893.95,normal,688.0,0.36,853.81
2021-05-20,1626,1399.55,3514.61,0.26,3216.5,normal,707.0,0.42,430.8
2021-06-19,1203,4606.57,2854.43,0.37,2574.56,inflation,682.0,0.41,736.5
2021-07-19,1627,3623.08,3018.66,0.19,2862.7,inflation,681.0,0.27,483.56
2021-08-18,1039,4758.33,3731.48,0.24,2468.49,normal,606.0,0.33,462.31
2021-09-17,1838,3322.2,2672.82,0.18,3327.51,normal,685.0,0.27,293.65
2021-10-17,1494,4624.72,2742.81,0.29,2507.11,normal,671.0,0.2,106.11
2021-11-16,1123,4034.14,2674.18,0.18,3259.26,inflation,765.0,0.43,535.65
2021-12-16,1699,3939.2,4184.22,0.29,2081.92,inflation,577.0,0.38,680.05
2022-01-15,1037,3343.7,3396.81,0.32,2910.13,normal,587.0,0.29,439.42
2022-02-14,1387,5179.98,3081.0,0.22,2750.05,normal,699.0,0.29,723.93
2022-03-16,1237,4806.25,2769.27,0.19,3270.08,recession,649.0,0.44,475.72
2022-04-15,1926,3654.72,4292.35,0.19,3112.6,normal,704.0,0.22,335.96
2022-05-15,1469,2487.34,4185.8,0.11,2764.81,recession,720.0,0.56,442.28
2022-06-14,1484,3969.53,4137.86,0.2,2581.55,recession,637.0,0.52,421.39
2022-07-14,1088,5067.08,3680.16,0.09,2633.27,recession,737.0,0.51,450.41
2022-08-13,1279,4398.39,2229.6,0.32,2899.53,normal,727.0,0.25,334.13
2022-09-12,1916,4384.75,2273.57,0.27,3330.21,recession,754.0,0.15,531.35
2022-10-12,1460,4214.59,2935.05,0.34,3561.01,normal,716.0,0.21,145.65
2022-11-11,1753,3356.03,3909.6,0.1,2722.37,inflation,710.0,0.57,188.45
2022-12-11,1371,4383.74,3357.35,0.25,2613.38,normal,634.0,0.49,547.52
2023-01-10,1581,4778.43,1018.42,0.35,2133.72,normal,696.0,0.32,206.7
2023-02-09,1875,3083.29,1030.32,0.3,2081.86,inflation,703.0,0.48,29.32
2023-03-11,1799,5198.85,3231.39,0.34,3158.46,recession,676.0,0.13,468.64
2023-04-10,1854,3734.67,2114.44,0.2,2996.83,normal,747.0,0.56,738.32
2023-05-10,1280,3970.14,2028.28,0.1,1858.01,normal,759.0,0.47,177.92
2023-06-09,1035,4539.13,2054.24,0.28,2903.91,recession,722.0,0.37,234.02
2023-07-09,1309,3224.41,2870.57,0.29,3700.82,recession,629.0,0.26,534.85
2023-08-08,1152,4001.96,1599.82,0.36,3159.82,normal,758.0,0.51,512.79
2023-09-07,1903,4628.71,3113.18,0.24,2391.52,normal,619.0,0.2,621.29
2023-10-07,1811,4854.04,3668.64,0.15,2842.35,normal,643.0,0.43,377.64
2023-11-06,1871,5061.65,2452.19,0.13,1593.19,recession,661.0,0.15,444.09
2019-01-01,1571,3743.0,2666.98,0.38,2531.55,normal,605.0,0.22,521.94
2019-01-31,1255,2206.66,2136.8,0.33,3112.42,recession,688.0,0.53,130.3
2019-03-02,1317,3936.26,3042.8,0.11,3555.77,inflation,689.0,0.12,229.36
2019-04-01,1889,2734.52,3524.01,0.35,3048.16,inflation,689.0,0.52,741.06
2019-05-01,1743,2783.07,2220.01,0.18,4014.67,normal,708.0,0.41,789.61
2019-05-31,1500,6058.97,2063.44,0.07,2635.5,inflation,737.0,0.54,546.9
2019-06-30,1330,4484.84,3329.86,0.08,2740.46,normal,700.0,0.56,493.39
2019-07-30,1747,3546.98,3456.1,0.07,3220.98,recession,661.0,0.11,546.36
2019-08-29,1705,3207.33,3144.3,0.07,2011.84,normal,655.0,0.51,60.63
2019-09-28,1881,5100.75,2667.75,0.29,2814.12,normal,810.0,0.18,661.33
2019-10-28,1224,3875.08,4045.05,0.17,2859.62,normal,743.0,0.51,806.09
2019-11-27,1418,3489.19,2068.6,0.33,2375.64,normal,728.0,0.55,546.22
2019-12-27,1509,5090.21,4712.13,0.31,3024.71,recession,653.0,0.44,364.46
2020-01-26,1713,3127.19,3533.41,0.25,2085.02,normal,678.0,0.27,607.26
2020-02-25,1592,2399.9,1800.87,0.06,2876.9,inflation,585.0,0.12,545.84
2020-03-26,1546,3573.59,1348.89,0.26,2959.77,recession,695.0,0.17,480.7
2020-04-25,1632,4830.58,3774.05,0.18,2819.09,normal,688.0,0.15,385.07
2020-05-25,1477,1932.33,3059.31,0.3,2764.94,recession,716.0,0.55,638.65
2020-06-24,1927,2406.12,4245.84,0.18,2080.12,inflation,661.0,0.14,704.22
2020-07-24,1404,2532.15,3592.7,0.22,2413.89,normal,696.0,0.49,849.92
2020-08-23,1660,5423.3,1573.17,0.25,2987.38,recession,616.0,0.32,812.67
2020-09-22,1181,3009.56,2847.89,0.29,3127.71,normal,633.0,0.45,275.56
2020-10-22,1361,4021.8,3627.67,0.18,2354.42,inflation,680.0,0.27,626.55
2020-11-21,1113,4117.26,2728.61,0.33,2853.85,normal,639.0,0.15,533.05
2020-12-21,1461,2220.05,2819.01,0.37,3538.14,inflation,620.0,0.18,226.85
2021-01-20,1462,3844.67,2516.9,0.39,3275.03,inflation,673.0,0.29,509.86
2021-02-19,1701,2769.28,4288.41,0.22,3359.43,normal,763.0,0.47,487.91
2021-03-21,1722,4773.45,2418.8,0.28,2730.76,normal,689.0,0.24,270.37
2021-04-20,1369,5728.95,3384.51,0.23,3399.42,normal,669.0,0.15,504.6
2021-05-20,1549,4668.2,2212.88,0.1,2906.03,recession,769.0,0.13,797.65
2021-06-19,1422,2952.33,2515.94,0.06,2913.37,recession,660.0,0.38,682.79
2021-07-19,1642,3609.85,2078.61,0.05,2425.41,normal,818.0,0.23,479.3
2021-08-18,1666,4936.35,3975.13,0.08,2817.55,normal,686.0,0.41,861.0
2021-09-17,1352,2516.74,1724.5,0.23,2638.64,inflation,753.0,0.39,518.13
2021-10-17,1891,3456.96,3226.27,0.33,2735.93,normal,662.0,0.25,509.75
2021-11-16,1707,3626.94,1452.29,0.1,2077.59,normal,799.0,0.36,462.26
2021-12-16,1505,3257.18,4136.18,0.16,2506.21,normal,747.0,0.31,586.96
2022-01-15,1421,3416.92,2254.36,0.16,3047.88,recession,629.0,0.38,737.98
2022-02-14,1895,5189.22,1731.26,0.34,2264.17,inflation,688.0,0.14,380.23
2022-03-16,1038,3019.22,3564.12,0.2,3178.94,normal,676.0,0.51,945.73
2022-04-15,1394,3686.26,2667.71,0.25,2523.25,recession,744.0,0.12,813.39
2022-05-15,1884,3467.2,3449.19,0.26,2899.26,inflation,638.0,0.22,671.16
2022-06-14,1685,3782.02,3344.12,0.15,2385.55,normal,594.0,0.5,218.3
2022-07-14,1427,3410.52,2290.39,0.09,2518.6,recession,753.0,0.52,730.3
2022-08-13,1949,3414.17,2806.78,0.29,1734.43,inflation,749.0,0.53,917.82
2022-09-12,1178,4339.83,2955.24,0.08,2582.82,normal,617.0,0.24,239.71
2022-10-12,1131,5362.52,2620.39,0.3,2221.57,recession,668.0,0.16,371.56
2022-11-11,1874,3030.58,2997.62,0.35,2788.29,recession,648.0,0.21,452.72
2022-12-11,1083,3959.45,3862.75,0.24,3308.23,inflation,640.0,0.54,513.93
2023-01-10,1044,4077.02,3147.04,0.12,2490.08,normal,696.0,0.3,415.54
2023-02-09,1075,4692.43,3028.96,0.32,3522.17,recession,744.0,0.47,897.37
2023-03-11,1529,5458.64,1993.64,0.16,2894.65,inflation,720.0,0.31,425.21
2023-04-10,1540,2611.3,3249.69,0.13,1960.78,inflation,714.0,0.11,327.48
2023-05-10,1595,2529.91,3380.55,0.27,2887.55,recession,740.0,0.25,456.37
2023-06-09,1984,4376.63,2224.34,0.13,3019.67,inflation,660.0,0.14,779.2
2023-07-09,1551,2644.66,2935.91,0.07,2925.37,normal,652.0,0.46,478.86
2023-08-08,1797,4602.82,2194.77,0.16,1583.86,normal,635.0,0.54,680.48
2023-09-07,1864,6243.76,2682.7,0.09,3283.75,inflation,655.0,0.51,486.07
2023-10-07,1223,4291.0,3549.45,0.09,1847.11,normal,736.0,0.4,485.58
2023-11-06,1506,4418.16,2315.04,0.12,3166.28,recession,696.0,0.21,652.11
2019-01-01,1653,5651.4,3416.37,0.11,2165.29,normal,704.0,0.41,521.18
2019-01-31,1627,6483.49,2616.04,0.32,2914.5,inflation,587.0,0.23,418.56
2019-03-02,1473,4151.46,3541.05,0.23,3630.87,normal,732.0,0.5,315.71
2019-04-01,1671,4009.15,1662.58,0.2,2948.71,normal,754.0,0.11,562.58
2019-05-01,1990,3468.96,3629.29,0.23,2927.97,inflation,614.0,0.33,614.43
2019-05-31,1769,4500.52,3317.74,0.06,2879.86,normal,628.0,0.35,471.32
2019-06-30,1370,4415.73,3042.43,0.14,2352.14,recession,602.0,0.33,544.96
2019-07-30,1532,3091.74,2857.83,0.38,3234.68,normal,651.0,0.15,415.92
2019-08-29,1565,4791.07,2547.23,0.2,3765.74,normal,641.0,0.1,957.01
2019-09-28,1825,4575.27,3696.96,0.34,2896.57,normal,698.0,0.14,476.15
2019-10-28,1245,3679.31,3920.06,0.39,1791.06,inflation,764.0,0.29,640.01
2019-11-27,1270,4848.8,3679.83,0.32,2734.17,normal,700.0,0.33,371.01
2019-12-27,1190,4254.03,2610.84,0.33,2544.98,normal,559.0,0.46,588.76
2020-01-26,1931,4071.27,1710.97,0.37,1997.19,normal,653.0,0.29,455.06
2020-02-25,1466,5357.48,3249.94,0.22,2967.63,inflation,670.0,0.52,826.78
2020-03-26,1544,4521.67,3115.2,0.38,3880.88,normal,721.0,0.1,384.85
2020-04-25,1190,2783.2,2110.1,0.3,3384.5,recession,721.0,0.52,95.28
2020-05-25,1423,1434.02,2808.08,0.16,2953.07,normal,609.0,0.14,475.21
2020-06-24,1497,4568.68,2370.76,0.28,2226.14,inflation,688.0,0.21,780.27
2020-07-24,1146,4345.89,1641.88,0.11,2895.24,normal,700.0,0.31,377.95
2020-08-23,1773,4223.06,1983.91,0.12,2605.99,recession,701.0,0.2,255.99
2020-09-22,1494,4296.24,3242.82,0.06,2822.19,inflation,624.0,0.33,806.83
2020-10-22,1341,3490.11,3264.64,0.11,2749.1,normal,756.0,0.29,465.16
2020-11-21,1491,1798.64,3894.69,0.17,3000.14,inflation,755.0,0.23,368.18
2020-12-21,1294,3248.23,2204.01,0.16,2452.6,normal,773.0,0.38,350.46
2021-01-20,1667,3897.86,4084.01,0.28,3073.01,normal,811.0,0.11,658.08
2021-02-19,1043,3755.29,2668.89,0.08,2390.84,normal,628.0,0.27,608.93
2021-03-21,1843,3735.57,3111.95,0.19,2803.2,normal,670.0,0.31,621.03
2021-04-20,1189,4472.3,1589.72,0.32,2483.32,recession,567.0,0.15,929.23
2021-05-20,1164,2888.28,2936.03,0.39,2773.58,normal,632.0,0.19,686.65
2021-06-19,1607,4780.73,2471.27,0.31,3268.53,normal,708.0,0.55,773.02
2021-07-19,1962,5559.19,3200.27,0.35,2564.72,recession,683.0,0.54,580.96
2021-08-18,1209,4766.46,2159.97,0.34,3431.69,inflation,597.0,0.55,475.76
2021-09-17,1518,3072.79,3061.53,0.36,2147.31,inflation,630.0,0.51,433.6
2021-10-17,1288,3815.91,2120.03,0.31,3238.16,recession,740.0,0.15,466.0
2021-11-16,1689,6976.51,3296.28,0.4,3042.72,normal,712.0,0.57,484.4
2021-12-16,1817,4674.79,4273.94,0.16,2409.76,inflation,691.0,0.28,436.77
2022-01-15,1268,4559.96,3047.25,0.35,2380.08,inflation,662.0,0.54,176.77
2022-02-14,1607,3471.52,581.14,0.22,2915.97,normal,706.0,0.39,565.95
2022-03-16,1424,2653.08,3376.93,0.12,2898.49,normal,687.0,0.27,163.16
2022-04-15,1807,3857.46,2393.07,0.15,3866.06,inflation,645.0,0.6,154.16
2022-05-15,1453,3443.27,2705.76,0.19,3225.82,inflation,719.0,0.32,629.74
2022-06-14,1303,3434.44,2700.14,0.16,3125.6,normal,706.0,0.23,584.24
2022-07-14,1177,4176.62,3215.97,0.21,2350.36,inflation,792.0,0.56,473.08
2022-08-13,1560,4082.93,3438.61,0.16,2727.08,inflation,676.0,0.54,620.24
2022-09-12,1150,4149.05,879.94,0.16,2799.44,normal,656.0,0.2,973.69
2022-10-12,1649,3474.62,3989.72,0.15,2315.22,inflation,812.0,0.19,736.69
2022-11-11,1595,5707.28,2239.11,0.39,2923.4,recession,664.0,0.3,263.12
2022-12-11,1267,4901.55,3268.16,0.14,2718.06,normal,678.0,0.41,391.75
2023-01-10,1751,4544.82,2127.35,0.3,2503.12,normal,709.0,0.29,427.59
2023-02-09,1637,3612.34,3638.4,0.18,2382.27,inflation,770.0,0.32,430.79
2023-03-11,1208,4442.69,2431.42,0.26,1738.87,normal,642.0,0.22,727.5
2023-04-10,1793,2943.37,2528.99,0.07,2459.96,normal,679.0,0.47,553.71
2023-05-10,1161,4547.95,2299.35,0.3,2629.86,recession,695.0,0.44,420.01
2023-06-09,1304,2774.17,2898.15,0.34,2875.4,normal,638.0,0.43,645.61
2023-07-09,1591,3730.02,4492.34,0.31,2924.68,recession,726.0,0.45,428.84
2023-08-08,1120,3620.67,3033.36,0.16,2898.03,recession,639.0,0.29,611.0
2023-09-07,1146,3717.41,4470.21,0.2,3481.11,recession,717.0,0.49,356.72
2023-10-07,1194,2527.45,2186.44,0.08,2687.78,normal,744.0,0.22,652.43
2023-11-06,1371,3751.63,4124.7,0.18,2508.1,normal,591.0,0.47,807.68
2019-01-01,1620,2530.03,2429.15,0.08,2791.76,inflation,679.0,0.32,301.92
2019-01-31,1227,3209.62,3255.14,0.3,3255.29,normal,677.0,0.45,598.17
2019-03-02,1773,4523.31,2253.18,0.4,2626.34,normal,686.0,0.5,224.37
2019-04-01,1675,3071.93,2547.39,0.08,2520.47,normal,634.0,0.42,342.68
2019-05-01,1579,3655.22,3146.22,0.36,3762.18,normal,704.0,0.4,578.86
2019-05-31,1954,3393.87,1795.98,0.25,1835.81,inflation,557.0,0.56,388.77
2019-06-30,1017,2088.09,1889.04,0.35,3916.17,normal,680.0,0.19,607.85
2019-07-30,1551,2370.31,4077.64,0.12,2504.04,normal,739.0,0.44,803.12
2019-08-29,1829,2925.98,3851.42,0.08,3612.55,recession,812.0,0.55,452.95
2019-09-28,1192,3884.71,1642.92,0.08,2196.84,inflation,752.0,0.5,281.29
2019-10-28,1812,3822.42,3772.83,0.28,1993.38,normal,755.0,0.28,726.3
2019-11-27,1522,5263.61,1126.55,0.18,2626.09,normal,660.0,0.28,417.03
2019-12-27,1164,4562.57,1738.88,0.11,2093.61,normal,679.0,0.31,270.53
2020-01-26,1036,5227.74,1996.97,0.07,3143.79,normal,694.0,0.12,660.31
2020-02-25,1104,3372.16,2710.54,0.07,3037.42,normal,789.0,0.56,488.08
2020-03-26,1669,3119.24,2985.71,0.38,2459.62,normal,615.0,0.38,354.25
2020-04-25,1087,3672.17,2924.18,0.33,2655.87,normal,653.0,0.13,577.11
2020-05-25,1337,1940.34,4399.11,0.38,2491.45,normal,633.0,0.59,831.11
2020-06-24,1801,5216.2,2160.1,0.32,2570.2,normal,651.0,0.14,439.95
2020-07-24,1859,3910.61,3453.1,0.39,2853.33,normal,704.0,0.21,441.82
2020-08-23,1695,3533.21,2639.74,0.26,3156.5,recession,731.0,0.53,387.66
2020-09-22,1295,5057.29,3549.91,0.37,2770.46,normal,690.0,0.11,0.0
2020-10-22,1218,5178.3,3616.94,0.25,2578.88,normal,592.0,0.44,444.85
2020-11-21,1610,3575.88,2938.49,0.11,2632.21,inflation,718.0,0.58,636.39
